date,stock_ticker,issuerTradingSymbol,price,insider_name,insider_cik,relationship,transaction_type,shares,value,shares_total,xml_link
2025-03-04,IOT,IOT,44.532,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,65344,2909899.01,848422,https://www.sec.gov/Archives/edgar/data/1642896/000141588925007290/form4-03062025_110327.xml
2025-03-04,IOT,IOT,45.188,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,8265,373478.82,840157,https://www.sec.gov/Archives/edgar/data/1642896/000141588925007290/form4-03062025_110327.xml
2025-03-04,IOT,IOT,43.5943,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,5048,220064.03,120952,https://www.sec.gov/Archives/edgar/data/1642896/000141588925007290/form4-03062025_110327.xml
2025-03-04,IOT,IOT,44.7105,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,952,42564.4,120000,https://www.sec.gov/Archives/edgar/data/1642896/000141588925007290/form4-03062025_110327.xml
2025-03-04,IOT,IOT,43.6205,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,12992,566717.54,554008,https://www.sec.gov/Archives/edgar/data/1642896/000141588925007290/form4-03062025_110327.xml
2025-03-04,IOT,IOT,44.5357,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,12188,542801.11,541820,https://www.sec.gov/Archives/edgar/data/1642896/000141588925007290/form4-03062025_110327.xml
2025-03-04,IOT,IOT,45.1828,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,1820,82232.7,540000,https://www.sec.gov/Archives/edgar/data/1642896/000141588925007290/form4-03062025_110327.xml
2025-03-05,IOT,IOT,43.7014,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,23591,1030959.73,816566,https://www.sec.gov/Archives/edgar/data/1642896/000141588925007290/form4-03062025_110327.xml
2025-03-05,IOT,IOT,44.1581,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,1007,44467.21,815559,https://www.sec.gov/Archives/edgar/data/1642896/000141588925007290/form4-03062025_110327.xml
2025-02-25,IOT,IOT,48.1392,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,22626,1089197.54,1549222,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-25,IOT,IOT,49.0342,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,18596,911839.98,1530626,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-25,IOT,IOT,49.7693,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,44367,2208114.53,1486259,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-25,IOT,IOT,48.2323,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,2344,113056.51,129656,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-25,IOT,IOT,49.1215,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,2881,141519.04,126775,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-25,IOT,IOT,49.6366,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,775,38468.36,126000,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-25,IOT,IOT,48.1445,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,7641,367872.12,586359,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-25,IOT,IOT,48.9878,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,6023,295053.52,580336,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-25,IOT,IOT,49.7334,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,13336,663244.62,567000,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-26,IOT,IOT,50.2374,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,41411,2080380.97,1444848,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005893/form4-02272025_110239.xml
2025-02-25,IOT,IOT,48.123,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,22015,1059427.84,1067544,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-25,IOT,IOT,48.9935,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,18293,896238.1,1049251,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-25,IOT,IOT,49.7645,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,45391,2258860.42,1003860,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-25,IOT,IOT,48.2766,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,2766,133533.08,129234,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-25,IOT,IOT,49.2671,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,2957,145682.81,126277,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-25,IOT,IOT,49.7595,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,277,13783.38,126000,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-25,IOT,IOT,48.1476,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,7616,366692.12,586384,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-25,IOT,IOT,49.0185,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,6456,316463.44,579928,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-25,IOT,IOT,49.7398,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,12928,643036.13,567000,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-26,IOT,IOT,50.2439,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,51301,2577562.31,952559,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005892/form4-02272025_110219.xml
2025-02-20,IOT,IOT,52.5923,Eltoukhy Adam,0001895101,Officer (SEE REMARKS),Sale,2195,115440.1,337954,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005328/form4-02242025_110222.xml
2025-02-20,IOT,IOT,53.7709,Eltoukhy Adam,0001895101,Officer (SEE REMARKS),Sale,4228,227343.37,333726,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005328/form4-02242025_110222.xml
2025-02-20,IOT,IOT,54.7777,Eltoukhy Adam,0001895101,Officer (SEE REMARKS),Sale,2220,121606.49,331506,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005328/form4-02242025_110222.xml
2025-02-20,IOT,IOT,56.78,Eltoukhy Adam,0001895101,Officer (SEE REMARKS),Sale,200,11356.0,331306,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005328/form4-02242025_110222.xml
2025-02-20,IOT,IOT,57.58,Eltoukhy Adam,0001895101,Officer (SEE REMARKS),Sale,200,11516.0,331106,https://www.sec.gov/Archives/edgar/data/1642896/000141588925005328/form4-02242025_110222.xml
2025-02-14,IOT,IOT,59.0,Eltoukhy Adam,0001895101,Officer (SEE REMARKS),Sale,13000,767000.0,331106,https://www.sec.gov/Archives/edgar/data/1642896/000141588925004664/form4-02192025_100201.xml
2025-02-11,IOT,IOT,55.299,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,59129,3269774.57,1639719,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003911/form4-02132025_100228.xml
2025-02-11,IOT,IOT,55.2499,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,6000,331499.4,132000,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003911/form4-02132025_100228.xml
2025-02-11,IOT,IOT,55.2967,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,20162,1114892.07,600838,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003911/form4-02132025_100228.xml
2025-02-12,IOT,IOT,55.0125,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,6361,349934.51,1633358,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003911/form4-02132025_100228.xml
2025-02-12,IOT,IOT,55.7742,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,45434,2534045.0,1587924,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003911/form4-02132025_100228.xml
2025-02-12,IOT,IOT,56.2669,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,2990,168238.03,1584934,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003911/form4-02132025_100228.xml
2025-02-12,IOT,IOT,55.0783,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,2599,143148.5,598239,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003911/form4-02132025_100228.xml
2025-02-12,IOT,IOT,55.4732,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,4239,235150.89,594000,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003911/form4-02132025_100228.xml
2025-02-13,IOT,IOT,55.7491,Biswas Sanjit,0001895111,"Director, Officer (CHIEF EXECUTVE OFFICER), 10% Owner",Sale,13086,729532.72,1571848,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003911/form4-02132025_100228.xml
2025-02-11,IOT,IOT,55.3023,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,59358,3282633.92,1167201,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003910/form4-02132025_100207.xml
2025-02-11,IOT,IOT,55.251,Bicket John,0001895106,"Director, Officer (SEE REMARKS), 10% Owner",Sale,6000,331506.0,132000,https://www.sec.gov/Archives/edgar/data/1642896/000141588925003910/form4-02132025_100207.xml
