date,stock_ticker,issuerTradingSymbol,price,insider_name,insider_cik,relationship,transaction_type,shares,value,shares_total,xml_link
2025-02-18,META,META,734.2733,Zuckerberg Mark,1548760,,Sale,356,261401.29,509,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,735.0911,Zuckerberg Mark,1548760,,Sale,297,218322.06,212,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,736.6139,Zuckerberg Mark,1548760,,Sale,212,156162.15,0,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-15,META,META,736.67,Olivan Javier,1564475,,Sale,4706,3466769.02,20935,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002195/dp225020_4-olivan.xml
2025-02-15,META,META,736.67,Olivan Javier,1564475,,Tax Withholding (RSU Vesting),4470,3292914.9,25935,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002195/dp225020_4-olivan.xml
2025-02-18,META,META,736.07,Olivan Javier,1564475,,Sale,608,447530.56,9878,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002195/dp225020_4-olivan.xml
2025-02-15,META,META,736.67,Newstead Jennifer,1780525,,Tax Withholding (RSU Vesting),8672,6388402.24,36708,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002194/dp225056_4-newstead.xml
2025-02-18,META,META,736.07,Newstead Jennifer,1780525,,Sale,921,677920.47,35787,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002194/dp225056_4-newstead.xml
2025-02-15,META,META,736.67,Cox Christopher K,1607459,,Tax Withholding (RSU Vesting),9549,7034461.83,348686,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002193/dp225017_4-cox.xml
2025-02-15,META,META,736.67,LI SUSAN J,1739092,,Sale,4548,3350375.16,51793,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002192/dp225018_4-li.xml
2025-02-15,META,META,736.67,LI SUSAN J,1739092,,Tax Withholding (RSU Vesting),4696,3459402.32,56567,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002192/dp225018_4-li.xml
2025-02-15,META,META,736.67,LI SUSAN J,1739092,,Sale,4005,2950363.35,61038,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002192/dp225018_4-li.xml
2025-02-15,META,META,736.67,LI SUSAN J,1739092,,Tax Withholding (RSU Vesting),4696,3459402.32,65812,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002192/dp225018_4-li.xml
2025-02-15,META,META,736.67,Bosworth Andrew,1917373,,Sale,5060,3727550.2,5139,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002191/dp225021_4-bosworth.xml
2025-02-15,META,META,736.67,Bosworth Andrew,1917373,,Tax Withholding (RSU Vesting),6080,4478953.6,11321,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002191/dp225021_4-bosworth.xml
2025-02-15,META,META,736.67,Anderson Aaron,1645073,,Tax Withholding (RSU Vesting),892,657109.64,4304,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002189/dp225019_4-anderson.xml
2025-02-14,META,META,726.6768,Zuckerberg Mark,1548760,,Sale,190,138068.59,19478,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,727.8686,Zuckerberg Mark,1548760,,Sale,770,560458.82,18708,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,729.0104,Zuckerberg Mark,1548760,,Sale,1854,1351585.28,16854,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,730.2069,Zuckerberg Mark,1548760,,Sale,1665,1215794.49,15189,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,731.0162,Zuckerberg Mark,1548760,,Sale,1775,1297553.76,13414,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,732.0021,Zuckerberg Mark,1548760,,Sale,970,710042.04,12444,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,733.3187,Zuckerberg Mark,1548760,,Sale,613,449524.36,11831,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,734.7063,Zuckerberg Mark,1548760,,Sale,1825,1340839.0,10006,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,735.6316,Zuckerberg Mark,1548760,,Sale,1430,1051953.19,8576,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,736.6317,Zuckerberg Mark,1548760,,Sale,2311,1702355.86,6265,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,737.6214,Zuckerberg Mark,1548760,,Sale,1993,1470079.45,4272,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,738.7666,Zuckerberg Mark,1548760,,Sale,2753,2033824.45,1519,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,739.8483,Zuckerberg Mark,1548760,,Sale,1417,1048365.04,102,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-14,META,META,740.7104,Zuckerberg Mark,1548760,,Sale,102,75552.46,0,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002122/dp225013_4-zuckerberg0214.xml
2025-02-13,META,META,718.8472,Zuckerberg Mark,1548760,,Sale,1014,728911.06,18654,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
